daerah,provinsi,jenis,periode,pendapatan_daerah,pendapatan_asli_daerah,hasil_pajak_daerah,hasil_retribusi_daerah,hasil_pengelolaan_kekayaan_daerah_yang_dipisahkan,lain_lain_pendapatan_asli_daerah_yang_sah,dana_perimbangan,dana_bagi_hasil_pajak_bagi_hasil_bukan_pajak,dana_alokasi_umum,dana_alokasi_khusus,lain_lain_pendapatan_daerah_yang_sah,pendapatan_hibah,dana_darurat,dana_bagi_hasil_pajak_dari_provinsi_dan_pemerintah_daerah_lainnya,dana_penyesuaian_dan_otonomi_khusus,bantuan_keuangan_dari_provinsi_atau_pemerintah_daerah_lainnya,pendapatan_lain_lain,belanja_daerah,belanja_pegawai_l,belanja_barang_dan_jasa,belanja_modal
Kab Pidie Jaya,Aceh,Realisasi,2016-10-21,678425000000,29851000000,5293000000,20076000000,1062000000,3421000000,469166000000,21675000000,391790000000,55701000000,179408000000,458000000,0,109290000000,69659000000,0,0,663825000000,0,143906000000,186256000000
Kota Subulussalam,Aceh,Realisasi,2016-10-21,486180000000,25221000000,3788000000,18450000000,298000000,2685000000,325988000000,20146000000,278513000000,27329000000,134971000000,17000000,0,8339000000,21669000000,0,104947000000,466048000000,0,81750000000,152859000000
Kab Asahan,Sumatera Utara,Realisasi,2016-10-21,1486998000000,91468000000,24423000000,7050000000,4400000000,55595000000,918598000000,55293000000,795351000000,67954000000,476932000000,0,0,318017000000,153250000000,0,5665000000,1388136000000,0,173954000000,424188000000
Kab Dairi,Sumatera Utara,Realisasi,2016-10-21,766416000000,53526000000,7340000000,31451000000,4182000000,10553000000,602938000000,21222000000,532723000000,48992000000,109952000000,0,0,18964000000,85193000000,0,5796000000,745529000000,0,121944000000,155712000000
Kab Deli Serdang,Sumatera Utara,Realisasi,2016-10-21,2450205000000,433886000000,302207000000,89749000000,9960000000,31970000000,1524672000000,56173000000,1363811000000,104688000000,491647000000,1681000000,0,170733000000,312110000000,0,7124000000,2392253000000,0,450052000000,553706000000
Kab Karo,Sumatera Utara,Realisasi,2016-10-21,1010908000000,72914000000,28843000000,25085000000,1648000000,17338000000,761711000000,18584000000,686835000000,56293000000,176283000000,3821000000,0,41073000000,115443000000,0,15945000000,889667000000,0,120843000000,155665000000
Kab Labuhanbatu,Sumatera Utara,Realisasi,2016-10-21,860312000000,109897000000,36532000000,6717000000,6714000000,59933000000,641297000000,39596000000,561476000000,40225000000,109118000000,0,0,28923000000,80195000000,0,0,915110000000,0,146985000000,209026000000
Kab Langkat,Sumatera Utara,Realisasi,2016-10-21,1682148000000,107812000000,37150000000,15434000000,3398000000,51830000000,1260298000000,153485000000,1039651000000,67163000000,314038000000,0,0,61432000000,218641000000,0,33965000000,1605301000000,0,163165000000,329543000000
Kab Mandailing Natal,Sumatera Utara,Realisasi,2016-10-21,1033280000000,37966000000,6256000000,18829000000,5809000000,7072000000,805812000000,53803000000,692134000000,59876000000,189502000000,0,0,34169000000,155332000000,0,0,972739000000,0,187113000000,181768000000
Kab Nias,Sumatera Utara,Realisasi,2016-10-21,515836000000,65082000000,3962000000,13341000000,6097000000,41683000000,431070000000,11279000000,347699000000,72092000000,19684000000,0,0,8964000000,9971000000,750000000,0,512571000000,39844000000,119186000000,158098000000
Kab Simalungun,Sumatera Utara,Realisasi,2016-10-21,1644477000000,96390000000,44076000000,29406000000,9590000000,13318000000,1225270000000,69220000000,1077986000000,78064000000,322817000000,1954000000,0,76398000000,220763000000,0,23702000000,1648279000000,0,278384000000,226371000000
Kab Tapanuli Selatan,Sumatera Utara,Realisasi,2016-10-21,890870000000,95588000000,13690000000,8229000000,62118000000,11551000000,679283000000,43638000000,572098000000,63548000000,115999000000,0,0,61218000000,54781000000,0,0,862248000000,0,123328000000,222350000000
Kab Tapanuli Tengah,Sumatera Utara,Realisasi,2016-10-21,843243000000,55364000000,12514000000,5798000000,5241000000,31811000000,638135000000,20953000000,541492000000,75690000000,149744000000,53277000000,0,19452000000,77015000000,0,0,755513000000,0,161188000000,102211000000
Kab Tapanuli Utara,Sumatera Utara,Realisasi,2016-10-21,873193000000,63696000000,11286000000,36162000000,4482000000,11766000000,668307000000,23149000000,596841000000,48317000000,141190000000,3175000000,0,5457000000,106873000000,0,25685000000,816538000000,0,138051000000,146464000000
Kab Toba Samosir,Sumatera Utara,Realisasi,2016-10-21,761301000000,26014000000,5674000000,4608000000,2094000000,13638000000,580057000000,16895000000,495377000000,67784000000,155230000000,0,0,25658000000,88766000000,0,40805000000,770865000000,0,187567000000,156147000000
Kota Binjai,Sumatera Utara,Realisasi,2016-10-21,804091000000,71967000000,28683000000,33757000000,1868000000,7659000000,585699000000,28095000000,526070000000,31534000000,146425000000,0,0,26732000000,104612000000,15081000000,0,804308000000,34106000000,166664000000,153285000000
Kota Medan,Sumatera Utara,Realisasi,2016-10-21,4042116000000,1384246000000,962728000000,171006000000,5705000000,244807000000,1598114000000,149027000000,1393505000000,55582000000,1059756000000,0,0,695012000000,364744000000,0,0,3723643000000,0,851349000000,783883000000
Kota Pematang Siantar,Sumatera Utara,Realisasi,2016-10-21,831766000000,90477000000,29216000000,11965000000,5301000000,43994000000,579535000000,27437000000,519436000000,32663000000,161753000000,0,0,34916000000,107731000000,0,19106000000,774366000000,0,116688000000,112533000000
Kota Sibolga,Sumatera Utara,Realisasi,2016-10-21,521283000000,52923000000,6889000000,30465000000,4781000000,10788000000,422225000000,16532000000,371813000000,33880000000,46135000000,0,0,2520000000,39613000000,0,4003000000,521086000000,0,138815000000,105881000000
Kota Tanjung Balai,Sumatera Utara,Realisasi,2016-10-21,568542000000,57288000000,9979000000,23868000000,3566000000,19874000000,430478000000,17699000000,387259000000,25520000000,80777000000,0,0,18445000000,35822000000,0,26510000000,571815000000,0,141835000000,140251000000
Kota Tebing Tinggi,Sumatera Utara,Realisasi,2016-10-21,628622000000,74515000000,19752000000,5942000000,6435000000,42386000000,436868000000,15606000000,385030000000,36232000000,117238000000,0,0,23034000000,68633000000,0,25571000000,614015000000,0,151075000000,163582000000
Kota Padang Sidempuan,Sumatera Utara,Realisasi,2016-10-21,701277000000,55027000000,10218000000,34221000000,5557000000,5032000000,529830000000,21147000000,470353000000,38329000000,116420000000,0,0,15031000000,79275000000,0,22114000000,667097000000,0,141316000000,104001000000
Kab Pakpak Bharat,Sumatera Utara,Realisasi,2016-10-21,463787000000,15389000000,2264000000,3282000000,769000000,9074000000,394302000000,18526000000,313591000000,62185000000,54096000000,0,0,1367000000,40894000000,0,11835000000,416527000000,0,99247000000,144433000000
Kab Nias Selatan,Sumatera Utara,Realisasi,2016-10-21,643149000000,12828000000,5362000000,2564000000,1388000000,3514000000,585343000000,31649000000,462793000000,90901000000,44978000000,0,0,27146000000,17832000000,0,0,719011000000,0,247053000000,198944000000
Kab Humbang Hasundutan,Sumatera Utara,Realisasi,2016-10-21,721470000000,29491000000,4850000000,11140000000,2501000000,11000000000,563686000000,19846000000,486880000000,56960000000,128293000000,4395000000,0,11198000000,84145000000,0,28556000000,700845000000,0,110405000000,223948000000
Kab Serdang Bedagai,Sumatera Utara,Realisasi,2016-10-21,1087160000000,74762000000,28984000000,33548000000,0,12231000000,810808000000,42830000000,698413000000,69565000000,201590000000,0,0,61857000000,131686000000,0,8047000000,1010452000000,0,168179000000,183439000000
Kab Samosir,Sumatera Utara,Realisasi,2016-10-21,613694000000,36850000000,7723000000,15164000000,1188000000,12774000000,504940000000,16619000000,441619000000,46701000000,71904000000,0,0,8927000000,0,0,62977000000,572943000000,0,103200000000,167758000000
Kab Batu Bara,Sumatera Utara,Realisasi,2016-10-21,878503000000,45218000000,13937000000,2193000000,0,29088000000,668851000000,25312000000,591720000000,51819000000,164434000000,0,0,23704000000,83986000000,56744000000,0,791505000000,32387000000,151516000000,210018000000
Kab Padang Lawas,Sumatera Utara,Realisasi,2016-10-21,590622000000,28780000000,4749000000,3796000000,2473000000,17762000000,476631000000,33863000000,408044000000,34724000000,85211000000,0,0,23294000000,0,22011000000,39906000000,512166000000,22465000000,127268000000,103210000000
Kab Padang Lawas Utara,Sumatera Utara,Realisasi,2016-10-21,603885000000,22173000000,4487000000,6591000000,291000000,10803000000,482255000000,27067000000,418727000000,36462000000,99457000000,0,0,16125000000,35930000000,0,47402000000,588450000000,0,108122000000,171951000000
Kab Labuhanbatu Selatan,Sumatera Utara,Realisasi,2016-10-21,681103000000,36387000000,18270000000,2728000000,0,15388000000,547731000000,45319000000,450151000000,52261000000,96985000000,0,0,36393000000,45083000000,15509000000,0,664847000000,41717000000,120314000000,244956000000
Kab Labuhanbatu Utara,Sumatera Utara,Realisasi,2016-10-21,776037000000,32399000000,14658000000,3045000000,0,14696000000,581413000000,31872000000,503054000000,46487000000,162225000000,0,0,23938000000,66500000000,0,71786000000,754766000000,0,145731000000,213674000000
Kab Nias Utara,Sumatera Utara,Realisasi,2016-10-21,485967000000,6910000000,1653000000,574000000,0,4684000000,440126000000,10820000000,355355000000,73951000000,38930000000,0,0,7400000000,22489000000,0,9042000000,443947000000,0,124945000000,141549000000
Kab Nias Barat,Sumatera Utara,Realisasi,2016-10-21,373104000000,10298000000,2026000000,469000000,0,7803000000,338860000000,9801000000,279675000000,49385000000,23946000000,0,0,2477000000,18381000000,0,3089000000,370810000000,0,71328000000,153330000000
Kota Gunung Sitoli,Sumatera Utara,Realisasi,2016-10-21,510645000000,19164000000,7244000000,1273000000,0,10648000000,427246000000,11490000000,383525000000,32232000000,64235000000,0,0,16856000000,47378000000,0,0,499334000000,0,76690000000,179746000000
Kab Limapuluh Kota,Sumatera Barat,Realisasi,2016-10-21,1004221000000,52829000000,11663000000,8211000000,2363000000,30592000000,780783000000,20670000000,700183000000,59930000000,170609000000,159000000,0,33609000000,136841000000,0,0,986353000000,0,139505000000,191361000000
Kab Agam,Sumatera Barat,Realisasi,2016-10-21,1131909000000,79418000000,17200000000,30610000000,7114000000,24494000000,832475000000,19881000000,739360000000,73234000000,220015000000,658000000,0,36988000000,170905000000,0,11465000000,1095889000000,0,181997000000,153140000000
Kab Kepulauan Mentawai,Sumatera Barat,Realisasi,2016-10-21,695651000000,36444000000,1219000000,1141000000,18321000000,15763000000,633613000000,24687000000,531390000000,77536000000,25594000000,0,0,21738000000,3856000000,0,0,689717000000,0,179973000000,197535000000
Kab Padang Pariaman,Sumatera Barat,Realisasi,2016-10-21,813402000000,72879000000,6157000000,31302000000,5490000000,29931000000,610321000000,17584000000,542068000000,50669000000,130202000000,2433000000,0,27641000000,99105000000,1023000000,0,767463000000,10121000000,166599000000,157968000000
Kab Pasaman,Sumatera Barat,Realisasi,2016-10-21,813402000000,72879000000,6157000000,31302000000,5490000000,29931000000,610321000000,17584000000,542068000000,50669000000,130202000000,2433000000,0,27641000000,99105000000,0,1023000000,767463000000,0,158191000000,157968000000
Kab Pesisir Selatan,Sumatera Barat,Realisasi,2016-10-21,1174349000000,86700000000,15592000000,43133000000,3878000000,24097000000,885520000000,23969000000,753985000000,107566000000,202130000000,5385000000,0,54337000000,142408000000,0,0,1143199000000,0,171881000000,213291000000
Kab Sijunjung,Sumatera Barat,Realisasi,2016-10-21,748242000000,54261000000,7839000000,17812000000,10013000000,18597000000,600238000000,28620000000,498591000000,73027000000,93742000000,0,0,28306000000,64507000000,0,929000000,708294000000,0,136935000000,144580000000
Kab Solok,Sumatera Barat,Realisasi,2016-10-21,988804000000,51502000000,10314000000,15295000000,5978000000,19916000000,763143000000,20572000000,651731000000,90840000000,174160000000,686000000,0,38940000000,134534000000,0,0,948938000000,0,181769000000,175926000000
Kab Tanah Datar,Sumatera Barat,Realisasi,2016-10-21,1004720000000,99694000000,9458000000,11640000000,23417000000,55179000000,728272000000,16803000000,650563000000,60906000000,176754000000,1513000000,0,35895000000,139346000000,0,0,971008000000,0,127319000000,123047000000
Kota Bukit Tinggi,Sumatera Barat,Realisasi,2016-10-21,595425000000,61614000000,27314000000,18043000000,3453000000,12803000000,452714000000,15279000000,404286000000,33149000000,81098000000,0,0,17264000000,61624000000,0,2210000000,542050000000,0,93605000000,76552000000
Kota Padang Panjang,Sumatera Barat,Realisasi,2016-10-21,475281000000,51601000000,5388000000,4602000000,4454000000,37157000000,378738000000,13115000000,341743000000,23880000000,44941000000,0,0,13596000000,30187000000,0,1159000000,406617000000,0,116565000000,64713000000
Kota Padang,Sumatera Barat,Realisasi,2016-10-21,1913523000000,315679000000,194621000000,55737000000,10832000000,54490000000,1182291000000,64111000000,1060918000000,57262000000,415553000000,5575000000,0,73727000000,323051000000,0,13201000000,1794324000000,0,365317000000,272950000000
Kota Payakumbuh,Sumatera Barat,Realisasi,2016-10-21,603642000000,65901000000,10591000000,7010000000,7985000000,40314000000,458987000000,13554000000,412930000000,32503000000,78754000000,1000000000,0,17601000000,60017000000,0,137000000,593641000000,0,116315000000,105244000000
Kota Sawahlunto,Sumatera Barat,Realisasi,2016-10-21,488405000000,48580000000,4190000000,2885000000,9152000000,32353000000,385416000000,21563000000,332780000000,31073000000,54408000000,1470000000,0,0,34786000000,16247000000,1905000000,472393000000,41076000000,109056000000,88085000000
Kota Solok,Sumatera Barat,Realisasi,2016-10-21,489526000000,29523000000,5383000000,5303000000,7495000000,11342000000,400412000000,13752000000,354373000000,32287000000,59591000000,596000000,0,15834000000,42775000000,386000000,0,452973000000,13137000000,127602000000,83822000000
Kota Pariaman,Sumatera Barat,Realisasi,2016-10-21,552365000000,26678000000,4840000000,2431000000,4277000000,15130000000,441287000000,16593000000,386256000000,38438000000,84400000000,0,0,15347000000,68911000000,0,142000000,505918000000,0,106286000000,127563000000
Kab Pasaman Barat,Sumatera Barat,Realisasi,2016-10-21,880805000000,69925000000,19890000000,19839000000,1146000000,29051000000,683028000000,23669000000,580407000000,78952000000,127852000000,0,0,30822000000,95614000000,0,1416000000,835376000000,0,159448000000,193092000000
Kab Dharmasraya,Sumatera Barat,Realisasi,2016-10-21,687279000000,52811000000,10420000000,24150000000,5144000000,13097000000,543756000000,27747000000,445128000000,70881000000,90712000000,3450000000,0,29601000000,53281000000,0,4380000000,681317000000,0,109747000000,183619000000
Kab Solok Selatan,Sumatera Barat,Realisasi,2016-10-21,630492000000,32343000000,4112000000,11369000000,1957000000,14904000000,509851000000,30846000000,406540000000,72464000000,88299000000,2491000000,0,33945000000,51864000000,0,0,595548000000,0,108916000000,183843000000
Kab Bengkalis,Riau,Realisasi,2016-10-21,3985029000000,253347000000,88473000000,75208000000,32255000000,57412000000,3447760000000,3335178000000,85778000000,26804000000,283922000000,0,0,175810000000,100996000000,0,7117000000,3544642000000,0,647619000000,1316317000000
Kab Indragiri Hilir,Riau,Realisasi,2016-10-21,1806756000000,105653000000,18518000000,15445000000,9286000000,62404000000,1479872000000,582095000000,847861000000,49917000000,221231000000,0,0,131305000000,88926000000,0,1000000000,1714461000000,0,445910000000,394038000000
Kab Indragiri Hulu,Riau,Realisasi,2016-10-21,1637173000000,111828000000,21026000000,11387000000,1847000000,77568000000,1276614000000,633522000000,631168000000,11924000000,248730000000,0,0,117872000000,121401000000,0,9457000000,1736011000000,0,422147000000,557610000000
Kab Kampar,Riau,Realisasi,2016-10-21,2673576000000,188653000000,60680000000,10251000000,41365000000,76358000000,2189189000000,1397850000000,742584000000,48755000000,295734000000,0,0,148745000000,146989000000,0,0,2502735000000,0,374844000000,624429000000
Kab Kuantan Singingi,Riau,Realisasi,2016-10-21,1428509000000,61699000000,15604000000,23987000000,4034000000,18074000000,1164626000000,533639000000,618821000000,12166000000,202184000000,0,0,95621000000,93404000000,0,13159000000,1401395000000,0,377353000000,358434000000
Kab Pelalawan,Riau,Realisasi,2016-10-21,1485407000000,86279000000,25752000000,7934000000,13808000000,38785000000,1218522000000,668163000000,536384000000,13975000000,180606000000,0,0,126986000000,53620000000,0,0,1473928000000,0,385481000000,327478000000
Kab Rokan Hilir,Riau,Realisasi,2016-10-21,2392185000000,86143000000,23113000000,6058000000,11140000000,45833000000,2139225000000,1713365000000,413983000000,11878000000,166816000000,0,0,120209000000,43684000000,0,2923000000,1821224000000,0,469478000000,561190000000
Kab Rokan Hulu,Riau,Realisasi,2016-10-21,1451846000000,90890000000,36394000000,10705000000,2935000000,40856000000,1188132000000,606027000000,571522000000,10582000000,172824000000,0,0,92265000000,71181000000,0,9379000000,1374147000000,0,301645000000,330667000000
Kab Siak,Riau,Realisasi,2016-10-21,2645954000000,309863000000,57338000000,11936000000,169492000000,71096000000,2097493000000,1807214000000,276182000000,14098000000,238598000000,0,0,147603000000,90995000000,0,0,2647678000000,0,559324000000,1005348000000
Kota Dumai,Riau,Realisasi,2016-10-21,1260571000000,153224000000,59239000000,25667000000,3068000000,65250000000,904432000000,544592000000,359840000000,0,202915000000,0,0,71930000000,69830000000,0,61154000000,1291017000000,0,308684000000,383171000000
Kota Pekanbaru,Riau,Realisasi,2016-10-21,2370458000000,440550000000,290933000000,90928000000,6853000000,51836000000,1442020000000,597801000000,809987000000,34233000000,487888000000,0,0,283139000000,194483000000,0,10266000000,2342869000000,0,495816000000,647098000000
Kab Kepulauan Meranti,Riau,Realisasi,2016-10-21,1178138000000,62851000000,6741000000,6146000000,7957000000,42007000000,991894000000,618680000000,371269000000,1945000000,123393000000,0,0,81757000000,40043000000,0,1593000000,1245423000000,0,373009000000,289134000000
Kab Batanghari,Jambi,Realisasi,2016-10-21,949770000000,70809000000,14300000000,29339000000,6038000000,21133000000,759029000000,203586000000,527233000000,28209000000,119932000000,0,0,37800000000,72652000000,0,9481000000,953301000000,0,149196000000,241656000000
Kab Bungo,Jambi,Realisasi,2016-10-21,1036338000000,107020000000,20838000000,11002000000,4324000000,70857000000,768951000000,128212000000,579601000000,61139000000,160367000000,4964000000,0,68685000000,86718000000,0,0,1032863000000,0,209302000000,195187000000
Kab Kerinci,Jambi,Realisasi,2016-10-21,869305000000,55551000000,7885000000,2468000000,6542000000,38656000000,673545000000,77694000000,545366000000,50486000000,140209000000,0,0,36782000000,81344000000,0,22084000000,837723000000,0,134086000000,201495000000
Kab Merangin,Jambi,Realisasi,2016-10-21,1039100000000,67200000000,15219000000,17822000000,3327000000,30833000000,796826000000,113837000000,633658000000,49332000000,175073000000,0,0,42307000000,108766000000,0,24000000000,1024577000000,0,179384000000,243002000000
Kab Muaro Jambi,Jambi,Realisasi,2016-10-21,992202000000,61631000000,23176000000,12423000000,2720000000,23312000000,795290000000,181103000000,565257000000,48930000000,135280000000,0,0,42257000000,82023000000,0,11000000000,1007601000000,0,127343000000,336338000000
Kab Sarolangun,Jambi,Realisasi,2016-10-21,893500000000,60959000000,11644000000,7781000000,2712000000,38823000000,724074000000,163646000000,513112000000,47316000000,108467000000,0,0,49653000000,58814000000,0,0,841836000000,0,142729000000,228609000000
Kab Tanjung Jabung Barat,Jambi,Realisasi,2016-10-21,1100583000000,75796000000,20706000000,17877000000,7600000000,29613000000,909103000000,478607000000,429955000000,541000000,115683000000,0,0,44954000000,65529000000,5200000000,0,1326149000000,81589000000,220118000000,598559000000
Kab Tanjung Jabung Timur,Jambi,Realisasi,2016-10-21,932213000000,34687000000,11412000000,4689000000,4929000000,13658000000,784453000000,312158000000,455996000000,16299000000,113073000000,688000000,0,36438000000,64947000000,0,11000000000,958898000000,0,152769000000,339287000000
Kab Tebo,Jambi,Realisasi,2016-10-21,883363000000,56846000000,16351000000,18054000000,3726000000,18714000000,701916000000,141839000000,509397000000,50680000000,124601000000,0,0,40430000000,72171000000,12000000000,0,896487000000,40101000000,132940000000,357653000000
Kota Jambi,Jambi,Realisasi,2016-10-21,1320649000000,246428000000,128824000000,59940000000,5017000000,52646000000,852472000000,123603000000,678620000000,50248000000,221749000000,522000000,8750000000,65062000000,147416000000,0,0,1277947000000,0,271629000000,296097000000
Kota Sungai Penuh,Jambi,Realisasi,2016-10-21,598264000000,33200000000,5400000000,2574000000,8441000000,16784000000,463760000000,71423000000,365298000000,27039000000,101304000000,0,0,29988000000,63316000000,8000000000,0,554865000000,53410000000,102692000000,158048000000
Kab Lahat,Sumatera Selatan,Realisasi,2016-10-21,1534399000000,125319000000,57855000000,36755000000,406000000,30303000000,1146946000000,448874000000,615240000000,82832000000,262133000000,0,0,32546000000,109109000000,120479000000,0,1388480000000,63232000000,274156000000,369550000000
Kab Musi Banyuasin,Sumatera Selatan,Realisasi,2016-10-21,3143670000000,172925000000,61581000000,8059000000,1990000000,101295000000,2852283000000,2416336000000,411870000000,24078000000,118462000000,0,0,20832000000,80424000000,17206000000,0,3517904000000,107002000000,877207000000,1377481000000
Kab Musi Rawas,Sumatera Selatan,Realisasi,2016-10-21,1141591000000,120153000000,45849000000,3122000000,453000000,70729000000,934130000000,430736000000,420562000000,82831000000,87309000000,474000000,0,21992000000,49538000000,0,15304000000,1219190000000,0,248779000000,413464000000
Kab Muara Enim,Sumatera Selatan,Realisasi,2016-10-21,1797921000000,138706000000,47807000000,13680000000,3844000000,73375000000,1475620000000,822451000000,593564000000,59604000000,183595000000,1500000000,0,27906000000,109485000000,0,44703000000,1783782000000,0,381712000000,634279000000
Kab Ogan Komering Ilir,Sumatera Selatan,Realisasi,2016-10-21,1577431000000,145591000000,80465000000,6749000000,554000000,57822000000,1279108000000,259078000000,931159000000,88871000000,152733000000,0,0,17407000000,0,0,135326000000,1491571000000,0,308653000000,444998000000
Kab Ogan Komering Ulu,Sumatera Selatan,Realisasi,2016-10-21,1083701000000,79344000000,23887000000,6407000000,262000000,48789000000,888714000000,310677000000,568771000000,9266000000,115642000000,0,0,25069000000,0,0,90573000000,1031869000000,0,245563000000,290864000000
Kota Palembang,Sumatera Selatan,Realisasi,2016-10-21,2929034000000,734219000000,463575000000,85109000000,28021000000,157513000000,1545295000000,292090000000,1203662000000,49542000000,649521000000,12362000000,0,123512000000,426003000000,0,87644000000,2812465000000,0,664899000000,618887000000
Kota Prabumulih,Sumatera Selatan,Realisasi,2016-10-21,875614000000,64170000000,18822000000,2105000000,90000000,43152000000,695518000000,279668000000,383314000000,32536000000,115927000000,2000000000,0,12965000000,40895000000,0,60066000000,927134000000,0,232093000000,351248000000
Kota Pagar Alam,Sumatera Selatan,Realisasi,2016-10-21,804083000000,13910000000,5033000000,2422000000,305000000,6150000000,606854000000,215410000000,354727000000,36717000000,183320000000,0,0,8951000000,39912000000,0,134457000000,789451000000,0,186323000000,303799000000
Kota Lubuk Linggau,Sumatera Selatan,Realisasi,2016-10-21,919071000000,50181000000,17858000000,6284000000,127000000,25912000000,681430000000,222634000000,414758000000,44038000000,187459000000,1200000000,0,19385000000,58220000000,108654000000,0,896993000000,15304000000,216885000000,295111000000
Kab Banyuasin,Sumatera Selatan,Realisasi,2016-10-21,1833038000000,106918000000,51699000000,10912000000,223000000,44083000000,1316854000000,380367000000,824219000000,112268000000,409267000000,0,0,16217000000,195029000000,198021000000,0,1915163000000,54000000000,540577000000,653603000000
Kab Ogan Ilir,Sumatera Selatan,Realisasi,2016-10-21,1071163000000,49061000000,10555000000,4922000000,0,33584000000,916616000000,281108000000,561377000000,74131000000,105486000000,356000000,0,11787000000,76181000000,17162000000,0,990877000000,14767000000,156001000000,334233000000
Kab OKU Timur,Sumatera Selatan,Realisasi,2016-10-21,1212513000000,62418000000,17633000000,6797000000,74000000,37914000000,973127000000,225350000000,680714000000,67063000000,176968000000,0,0,22362000000,130978000000,0,23628000000,1161250000000,0,236302000000,238864000000
Kab OKU Selatan,Sumatera Selatan,Realisasi,2016-10-21,893231000000,33663000000,5411000000,3528000000,213000000,24511000000,791181000000,218464000000,512126000000,60591000000,68386000000,499000000,23212000000,8843000000,35832000000,0,0,875717000000,0,160370000000,326393000000
Kab Empat Lawang,Sumatera Selatan,Realisasi,2016-10-21,781398000000,32656000000,11868000000,3100000000,255000000,17433000000,643666000000,219915000000,360872000000,62879000000,105076000000,0,0,71909000000,33167000000,0,0,818382000000,0,192633000000,365015000000
Kab Penukal Abab Lematang Ilir,Sumatera Selatan,Realisasi,2016-10-21,457641000000,8903000000,2924000000,4961000000,0,1018000000,303260000000,192873000000,110387000000,0,145479000000,10000000000,0,0,16705000000,0,118773000000,443217000000,0,89924000000,237231000000
Kab Musi Rawas Utara,Sumatera Selatan,Realisasi,2016-10-21,629920000000,21350000000,7435000000,395000000,0,13520000000,532006000000,247597000000,284409000000,0,76564000000,5000000000,0,0,13760000000,0,57804000000,561467000000,0,97574000000,355726000000
Kab Bengkulu Selatan,Bengkulu,Realisasi,2016-10-21,701659000000,40101000000,5046000000,23195000000,3437000000,8423000000,562436000000,22499000000,490437000000,49500000000,99123000000,0,0,21004000000,76119000000,0,2000000000,696503000000,0,122152000000,126379000000
Kab Bengkulu Utara,Bengkulu,Realisasi,2016-10-21,798663000000,51659000000,6565000000,2056000000,2580000000,40458000000,636374000000,65935000000,512860000000,57579000000,110630000000,0,0,26538000000,84091000000,0,0,749144000000,0,137194000000,132312000000
Kab Rejang Lebong,Bengkulu,Realisasi,2016-10-21,793935000000,57714000000,8044000000,7195000000,2742000000,39734000000,611892000000,23118000000,541430000000,47344000000,124329000000,0,0,19349000000,104979000000,0,0,760936000000,0,105326000000,169811000000
Kota Bengkulu,Bengkulu,Realisasi,2016-10-21,937898000000,81755000000,50247000000,11559000000,3573000000,16375000000,675684000000,34292000000,602742000000,38650000000,180460000000,12700000000,0,44298000000,123462000000,0,0,882512000000,0,143753000000,154957000000
Kab Kaur,Bengkulu,Realisasi,2016-10-21,540040000000,19493000000,4252000000,5774000000,3423000000,6044000000,466721000000,25409000000,371883000000,69428000000,53826000000,500000000,0,12480000000,40846000000,0,0,534128000000,0,140951000000,138012000000
Kab Seluma,Bengkulu,Realisasi,2016-10-21,637049000000,25608000000,6431000000,2057000000,1912000000,15208000000,537707000000,27150000000,444699000000,65858000000,73734000000,0,0,21877000000,51857000000,0,0,679385000000,0,140793000000,213413000000
Kab Mukomuko,Bengkulu,Realisasi,2016-10-21,655994000000,34893000000,5877000000,2140000000,3230000000,23645000000,550644000000,30268000000,454993000000,65382000000,70457000000,0,0,21572000000,48385000000,500000000,0,609329000000,65344000000,134412000000,146016000000
Kab Lebong,Bengkulu,Realisasi,2016-10-21,529389000000,17498000000,3989000000,1050000000,4579000000,7880000000,458290000000,24579000000,373700000000,60011000000,53601000000,0,0,14084000000,36744000000,0,2773000000,529957000000,0,100995000000,157791000000
Kab Kepahiang,Bengkulu,Realisasi,2016-10-21,584294000000,28184000000,3747000000,1310000000,3830000000,19297000000,483756000000,22717000000,402022000000,59017000000,72354000000,9656000000,0,15742000000,46956000000,0,0,553601000000,0,101704000000,164053000000
Kab Bengkulu Tengah,Bengkulu,Realisasi,2016-10-21,574538000000,16478000000,5850000000,1863000000,868000000,7896000000,490477000000,58225000000,379670000000,52582000000,67584000000,0,0,14133000000,47737000000,0,5714000000,538114000000,0,117596000000,120178000000
Kab Lampung Barat,Lampung,Realisasi,2016-10-21,634237000000,40800000000,5754000000,1779000000,3068000000,30198000000,499310000000,28485000000,388754000000,82071000000,94127000000,3000000000,0,34859000000,56268000000,0,0,627029000000,0,99667000000,160282000000
Kab Lampung Selatan,Lampung,Realisasi,2016-10-21,1350161000000,132168000000,37708000000,13014000000,6319000000,75128000000,993329000000,49201000000,847657000000,96472000000,224663000000,0,0,62407000000,162256000000,0,0,1263321000000,0,243824000000,206057000000
Kab Lampung Tengah,Lampung,Realisasi,2016-10-21,1789234000000,108181000000,40290000000,33674000000,6428000000,27789000000,1329265000000,68282000000,1177513000000,83470000000,351787000000,0,0,76736000000,275051000000,0,0,1724090000000,0,206335000000,353489000000
Kab Lampung Utara,Lampung,Realisasi,2016-10-21,1292432000000,80918000000,16190000000,4775000000,5359000000,54594000000,973141000000,45164000000,838662000000,89315000000,238373000000,0,0,52767000000,185606000000,0,0,1163202000000,0,157368000000,214088000000
